ID,Institution,OpenAlexInstitutionID,Country,Type,NormName,Topic
265,Netherlands Institute of Ecology,https://openalex.org/I4210107786,NL,funder,netherlands institute of ecology,Renewable_Energy_General
266,Bay Institute,https://openalex.org/I2799285752,US,nonprofit,bay institute,Renewable_Energy_General
267,Center for Global Development,https://openalex.org/I1319597252,US,nonprofit,center for global development,Renewable_Energy_General
268,University of Klagenfurt,https://openalex.org/I4210166741,AT,funder,university of klagenfurt,Renewable_Energy_General
269,Florida Atlantic University,https://openalex.org/I63772739,US,funder,florida atlantic university,Renewable_Energy_General
270,Université de Bourgogne,https://openalex.org/I177064439,FR,funder,université de bourgogne,Renewable_Energy_General
271,Sichuan University,https://openalex.org/I24185976,CN,funder,sichuan university,Renewable_Energy_General
272,Universidade de Santiago de Compostela,https://openalex.org/I200284239,ES,funder,universidade de santiago de compostela,Renewable_Energy_General
273,Institut Méditerranéen d’Océanologie,https://openalex.org/I4210155331,FR,facility,institut méditerranéen docéanologie,Hydropower_Aquatic
274,University of New Mexico,https://openalex.org/I169521973,US,funder,university of new mexico,Renewable_Energy_General
275,Istanbul Technical University,https://openalex.org/I48912391,TR,funder,istanbul technical university,Renewable_Energy_General
276,Agriculture and Agri-Food Canada,https://openalex.org/I1331897569,CA,government,agriculture and agri-food canada,Solar_Biomass_Production
277,University of Chicago,https://openalex.org/I40347166,US,funder,university of chicago,Renewable_Energy_General
278,"University of California, Davis",https://openalex.org/I84218800,US,funder,university of california davis,Renewable_Energy_General
279,Rothamsted Research,https://openalex.org/I2799553609,GB,funder,rothamsted research,Renewable_Energy_General
280,South African National Biodiversity Institute,https://openalex.org/I4210087898,ZA,facility,south african national biodiversity institute,Renewable_Energy_General
281,Instituto de Ecología,https://openalex.org/I4210154133,MX,funder,instituto de ecología,Wind_Energy_Impacts
282,BirdLife International,https://openalex.org/I2799719156,KE,nonprofit,birdlife international,Wind_Energy_Impacts
283,Bangor University,https://openalex.org/I161548249,GB,funder,bangor university,Renewable_Energy_General
284,London School of Economics and Political Science,https://openalex.org/I909854389,GB,funder,london school of economics and political science,Renewable_Energy_General
285,Istituto per la Valorizzazione del Legno e delle Specie Arboree,https://openalex.org/I4210151732,IT,facility,istituto per la valorizzazione del legno e delle specie arboree,Renewable_Energy_General
286,United States Department of Agriculture,https://openalex.org/I1336096307,US,government,united states department of agriculture,Renewable_Energy_General
287,University of Nottingham,https://openalex.org/I142263535,GB,funder,university of nottingham,Renewable_Energy_General
288,Université de Moncton,https://openalex.org/I154799132,CA,funder,université de moncton,Renewable_Energy_General
289,Brandenburg University of Technology Cottbus-Senftenberg,https://openalex.org/I51783024,DE,funder,brandenburg university of technology cottbus-senftenberg,Renewable_Energy_General
290,University of Exeter,https://openalex.org/I23923803,GB,funder,university of exeter,Renewable_Energy_General
291,Decision Sciences (United States),https://openalex.org/I4210133369,US,company,decision sciences united states,Renewable_Energy_General
292,Mansoura University,https://openalex.org/I159247623,EG,funder,mansoura university,Renewable_Energy_General
293,National Taiwan University,https://openalex.org/I16733864,TW,funder,national taiwan university,Renewable_Energy_General
294,George Mason University,https://openalex.org/I162714631,US,funder,george mason university,Renewable_Energy_General
295,Middle East Technical University,https://openalex.org/I201799495,TR,funder,middle east technical university,Renewable_Energy_General
296,Wildlife Conservation Society,https://openalex.org/I1332460256,US,nonprofit,wildlife conservation society,Renewable_Energy_General
297,Centre Alpien de Phytogéographie,https://openalex.org/I4210142808,CH,facility,centre alpien de phytogéographie,Renewable_Energy_General
298,Organisation de Coopération et de Développement Economiques,https://openalex.org/I1288051870,FR,government,organisation de coopération et de développement economiques,Renewable_Energy_General
299,Vanderbilt University,https://openalex.org/I200719446,US,funder,vanderbilt university,Renewable_Energy_General
300,University of Liège,https://openalex.org/I157674565,BE,funder,university of liège,Renewable_Energy_General
301,ETH Zurich,https://openalex.org/I35440088,CH,funder,eth zurich,Renewable_Energy_General
302,Vikrama Simhapuri University,https://openalex.org/I219774598,IN,education,vikrama simhapuri university,Renewable_Energy_General
303,University of Missouri,https://openalex.org/I76835614,US,funder,university of missouri,Renewable_Energy_General
304,Economie Publique,https://openalex.org/I4210113354,FR,facility,economie publique,Renewable_Energy_General
305,University of East Anglia,https://openalex.org/I1118541,GB,funder,university of east anglia,Renewable_Energy_General
306,University of Groningen,https://openalex.org/I169381384,NL,funder,university of groningen,Renewable_Energy_General
307,Commonwealth Scientific and Industrial Research Organisation,https://openalex.org/I1292875679,AU,government,commonwealth scientific and industrial research organisation,Renewable_Energy_General
308,Kansas State University,https://openalex.org/I189590672,US,funder,kansas state university,Renewable_Energy_General
309,"Institute of Biological, Environmental and Rural Sciences",https://openalex.org/I4210146599,GB,education,institute of biological environmental and rural sciences,Renewable_Energy_General
310,Montana State University,https://openalex.org/I23732399,US,funder,montana state university,Renewable_Energy_General
311,Technische Universität Dresden,https://openalex.org/I78650965,DE,funder,technische universität dresden,Renewable_Energy_General
312,Macquarie University,https://openalex.org/I99043593,AU,funder,macquarie university,Renewable_Energy_General
313,Uni Research (Norway),https://openalex.org/I4210102807,NO,company,uni research norway,Hydropower_Aquatic
314,Colorado State University,https://openalex.org/I92446798,US,funder,colorado state university,Renewable_Energy_General
315,Africa International University,https://openalex.org/I2800483928,KE,education,africa international university,Renewable_Energy_General
316,University of Pecs,https://openalex.org/I79741316,HU,funder,university of pecs,Solar_Biomass_Production
317,Coastal Carolina University,https://openalex.org/I208081647,US,funder,coastal carolina university,Wind_Energy_Impacts
318,Indian Institute of Technology Kharagpur,https://openalex.org/I145894827,IN,funder,indian institute of technology kharagpur,Renewable_Energy_General
319,U.S. Salinity Laboratory,https://openalex.org/I4210148676,US,facility,us salinity laboratory,Renewable_Energy_General
320,Clarkson University,https://openalex.org/I16944753,US,funder,clarkson university,Renewable_Energy_General
321,Liverpool John Moores University,https://openalex.org/I63098007,GB,funder,liverpool john moores university,Renewable_Energy_General
322,King's College London,https://openalex.org/I183935753,GB,funder,kings college london,Renewable_Energy_General
323,University of Washington,https://openalex.org/I201448701,US,funder,university of washington,Renewable_Energy_General
324,Brigham Young University,https://openalex.org/I100005738,US,funder,brigham young university,Renewable_Energy_General
325,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung,https://openalex.org/I127251866,DE,funder,alfred-wegener-institut helmholtz-zentrum für polar- und meeresforschung,Renewable_Energy_General
326,St. Francis Xavier University,https://openalex.org/I197191942,CA,funder,st francis xavier university,Renewable_Energy_General
327,Scottish Natural Heritage,https://openalex.org/I2800498130,GB,funder,scottish natural heritage,Renewable_Energy_General
328,Brookhaven National Laboratory,https://openalex.org/I200870766,US,funder,brookhaven national laboratory,Renewable_Energy_General
329,Doshisha University,https://openalex.org/I133984924,JP,education,doshisha university,Renewable_Energy_General
330,International Institute for Sustainable Development,https://openalex.org/I1323611508,CA,nonprofit,international institute for sustainable development,Renewable_Energy_General
331,University of Oxford,https://openalex.org/I40120149,GB,funder,university of oxford,Renewable_Energy_General
332,Sinotech Genomics (China),https://openalex.org/I4210140630,CN,company,sinotech genomics china,Renewable_Energy_General
333,Warsaw University of Life Sciences,https://openalex.org/I170230895,PL,funder,warsaw university of life sciences,Renewable_Energy_General
334,University of British Columbia,https://openalex.org/I141945490,CA,funder,university of british columbia,Renewable_Energy_General
335,Stellenbosch University,https://openalex.org/I26092322,ZA,funder,stellenbosch university,Renewable_Energy_General
336,Institute of Applied Ecology,https://openalex.org/I4210110024,CN,funder,institute of applied ecology,Renewable_Energy_General
337,Polytechnic University of Turin,https://openalex.org/I177477856,IT,funder,polytechnic university of turin,Renewable_Energy_General
338,Qinetiq (United Kingdom),https://openalex.org/I173869447,GB,funder,qinetiq united kingdom,Renewable_Energy_General
339,Fisheries and Oceans Canada,https://openalex.org/I1319689352,CA,government,fisheries and oceans canada,Renewable_Energy_General
340,National Academies Press,https://openalex.org/I4210105363,US,other,national academies press,Renewable_Energy_General
341,McGill University,https://openalex.org/I5023651,CA,funder,mcgill university,Renewable_Energy_General
342,Indian Institute of Technology Kanpur,https://openalex.org/I94234084,IN,funder,indian institute of technology kanpur,Renewable_Energy_General
