ID,Author,ORCID,OpenAlexAuthorID,NormName,Topic
265,Solange Filoso,0000-0002-2711-0897,https://openalex.org/A5043034329,solange filoso,Renewable_Energy_General
266,Natalia Pessacg,0000-0003-4153-4212,https://openalex.org/A5081797079,natalia pessacg,Renewable_Energy_General
267,Lucia Mancini,0000-0002-1153-795X,https://openalex.org/A5024509073,lucia mancini,Renewable_Energy_General
268,Emilie Bourgeois,,https://openalex.org/A5109293453,emilie bourgeois,Renewable_Energy_General
269,Piera Patrizio,0000-0002-9735-0642,https://openalex.org/A5104805752,piera patrizio,Unknown
270,Ben Wilson,0000-0002-1546-4962,https://openalex.org/A5027230996,ben wilson,Renewable_Energy_General
271,Christopher J. Ellis,0000-0003-1916-8746,https://openalex.org/A5045670775,christopher j ellis,Renewable_Energy_General
272,Wolfram Krewitt,,https://openalex.org/A5073282168,wolfram krewitt,Renewable_Energy_General
273,D. W. Beckerson,,https://openalex.org/A5034473524,d w beckerson,Renewable_Energy_General
274,Christel Baum,0000-0003-1179-2149,https://openalex.org/A5047937141,christel baum,Solar_Biomass_Production
275,K.G. MacDicken,,https://openalex.org/A5110313064,kg macdicken,Solar_Biomass_Production
276,Wolfgang J. Junk,0000-0002-5714-5935,https://openalex.org/A5025707196,wolfgang j junk,Renewable_Energy_General
277,Jean Le Fur,0000-0002-2341-1027,https://openalex.org/A5006985043,jean le fur,Renewable_Energy_General
278,Håvard Rue,0000-0002-0222-1881,https://openalex.org/A5061250326,håvard rue,Wind_Energy_Impacts
279,Iva Ribić,,https://openalex.org/A5051878233,iva ribić,Renewable_Energy_General
280,Martin Banse,,https://openalex.org/A5051682159,martin banse,Unknown
281,Gordon Picken,,https://openalex.org/A5108514839,gordon picken,Hydropower_Aquatic
282,Jürgen Gmehling,,https://openalex.org/A5110126047,jürgen gmehling,Solar_Biomass_Production
283,Raymond Kurz,,https://openalex.org/A5012633817,raymond kurz,Renewable_Energy_General
284,Qinghua Zhang,0000-0002-9677-083X,https://openalex.org/A5100327278,qinghua zhang,Renewable_Energy_General
285,W. Frost,,https://openalex.org/A5113972850,w frost,Renewable_Energy_General
286,Clive L. Spash,,https://openalex.org/A5023212473,clive l spash,Renewable_Energy_General
287,Salvatore Martire,0000-0002-2020-572X,https://openalex.org/A5023764573,salvatore martire,Renewable_Energy_General
288,Anthony J. Viera,0000-0001-5770-2052,https://openalex.org/A5106264885,anthony j viera,Wind_Energy_Impacts
289,T. Curt,,https://openalex.org/A5042946908,t curt,Renewable_Energy_General
290,Bernd U. Budelmann,,https://openalex.org/A5111417801,bernd u budelmann,Wind_Energy_Impacts
291,Charlotta Jull,,https://openalex.org/A5022714658,charlotta jull,Renewable_Energy_General
292,M. Begoña Santos,0000-0003-0692-6667,https://openalex.org/A5101563824,m begoña santos,Wind_Energy_Impacts
293,Omkar Joshi,,https://openalex.org/A5047982882,omkar joshi,Renewable_Energy_General
294,Zhijia Liu,0000-0002-3468-9315,https://openalex.org/A5101956997,zhijia liu,Solar_Biomass_Production
295,Uwe R. Fritsche,0000-0003-1552-7959,https://openalex.org/A5055651204,uwe r fritsche,Renewable_Energy_General
296,Recep Çakır,0000-0002-1279-3365,https://openalex.org/A5101931104,recep çakır,Solar_Biomass_Production
297,Per‐Anders Esseen,0000-0002-3128-5024,https://openalex.org/A5025381969,peranders esseen,Renewable_Energy_General
298,Riitta Lemola,0000-0002-1937-5414,https://openalex.org/A5052002505,riitta lemola,Renewable_Energy_General
299,Vanja Westerberg,,https://openalex.org/A5002693065,vanja westerberg,Renewable_Energy_General
300,Zhenyuan Wang,,https://openalex.org/A5107949015,zhenyuan wang,Renewable_Energy_General
301,Lauretta Burke,,https://openalex.org/A5059769837,lauretta burke,Wind_Energy_Impacts
302,Anders Lunnan,,https://openalex.org/A5070533423,anders lunnan,Renewable_Energy_General
303,JJ Victoria Villeda,,https://openalex.org/A5069806157,jj victoria villeda,Solar_Biomass_Production
304,Muhammad Rizwan,0000-0002-2590-7675,https://openalex.org/A5012370848,muhammad rizwan,Renewable_Energy_General
305,E Monten,,https://openalex.org/A5037980949,e monten,Land_Use_Bioenergy
306,Claire Jouany,,https://openalex.org/A5108235716,claire jouany,Renewable_Energy_General
307,J. Isselstein,0000-0002-8010-9238,https://openalex.org/A5005724831,j isselstein,Renewable_Energy_General
308,Jean‐Michel Terres,,https://openalex.org/A5113527519,jeanmichel terres,Renewable_Energy_General
309,Laura Alakukku,0000-0002-4327-9852,https://openalex.org/A5008961262,laura alakukku,Renewable_Energy_General
310,Hongjun Zhang,0000-0002-4714-8809,https://openalex.org/A5100330900,hongjun zhang,Renewable_Energy_General
311,M. de Lucas,,https://openalex.org/A5066271188,m de lucas,Wind_Energy_Impacts
312,Michael Köhl,0009-0000-6512-6219,https://openalex.org/A5113933771,michael köhl,Renewable_Energy_General
313,Ottar Michelsen,0000-0001-7141-1948,https://openalex.org/A5039928008,ottar michelsen,Renewable_Energy_General
314,J. J. M. Guilhoto,,https://openalex.org/A5112029249,j j m guilhoto,Renewable_Energy_General
315,Patrick McCully,,https://openalex.org/A5105311252,patrick mccully,Renewable_Energy_General
316,Michael J. Crawley,0000-0002-6944-4553,https://openalex.org/A5005742331,michael j crawley,Unknown
317,Nicholas J. Cox,0000-0002-7815-6115,https://openalex.org/A5033536093,nicholas j cox,Wind_Energy_Impacts
318,Ladislav Mucina,0000-0003-0317-8886,https://openalex.org/A5053271172,ladislav mucina,Renewable_Energy_General
319,M.J. Fernández,0000-0002-3004-5512,https://openalex.org/A5003558837,mj fernández,Solar_Biomass_Production
320,D. I. Jarvis,0000-0002-9879-6515,https://openalex.org/A5068137530,d i jarvis,Renewable_Energy_General
321,Ulrich Steger,,https://openalex.org/A5016845457,ulrich steger,Renewable_Energy_General
322,David J. Murphy,0000-0002-7678-9381,https://openalex.org/A5044456985,david j murphy,Unknown
323,Ralf Buckley,0000-0003-0442-5818,https://openalex.org/A5066300611,ralf buckley,Renewable_Energy_General
324,P.J.H. Ball,,https://openalex.org/A5039348529,pjh ball,Renewable_Energy_General
325,P. Bernard Ryan,,https://openalex.org/A5111510023,p bernard ryan,Renewable_Energy_General
326,Barbara Zanuttigh,0000-0001-7728-1320,https://openalex.org/A5081855251,barbara zanuttigh,Renewable_Energy_General
327,Henrik Wenzel,0000-0003-2244-780X,https://openalex.org/A5006510072,henrik wenzel,Renewable_Energy_General
328,Ian Maddock,0000-0001-5072-8700,https://openalex.org/A5066164811,ian maddock,Renewable_Energy_General
329,Henrik Hauggaard‐Nielsen,0000-0001-8929-9691,https://openalex.org/A5014851464,henrik hauggaardnielsen,Renewable_Energy_General
330,A. Evans,0000-0002-8935-925X,https://openalex.org/A5008989085,a evans,Wind_Energy_Impacts
331,P. Gipe,,https://openalex.org/A5069412227,p gipe,Renewable_Energy_General
332,Tonya D. Bittner,0000-0001-9633-2613,https://openalex.org/A5066003083,tonya d bittner,Renewable_Energy_General
333,Bettina Kretschmer,,https://openalex.org/A5084837877,bettina kretschmer,Renewable_Energy_General
334,Yuan Kun Lee,0000-0002-3884-4706,https://openalex.org/A5059167717,yuan kun lee,Renewable_Energy_General
335,Anna Tsing,0000-0002-0411-959X,https://openalex.org/A5087496264,anna tsing,Renewable_Energy_General
336,Erin Doxsey-Whitfield,,https://openalex.org/A5088854773,erin doxsey-whitfield,Renewable_Energy_General
337,Carl Knappett,0000-0002-9919-8859,https://openalex.org/A5017887954,carl knappett,Renewable_Energy_General
338,Michael B. Mascia,0000-0002-9874-9778,https://openalex.org/A5080805411,michael b mascia,Renewable_Energy_General
339,Ulrike Weiland,0009-0001-7944-6819,https://openalex.org/A5084214564,ulrike weiland,Renewable_Energy_General
340,Johanna J. Heymans,0000-0002-7290-8988,https://openalex.org/A5043228502,johanna j heymans,Renewable_Energy_General
341,Si. Bonetta,,https://openalex.org/A5103747721,si bonetta,Renewable_Energy_General
342,Eileen C. Rees,0000-0002-2247-3269,https://openalex.org/A5025493652,eileen c rees,Renewable_Energy_General
343,M. J. Tucker,,https://openalex.org/A5027518985,m j tucker,Wind_Energy_Impacts
344,Elsa Negre,0000-0001-6401-3837,https://openalex.org/A5036752464,elsa negre,Renewable_Energy_General
345,Michael W. Beck,0000-0002-5107-9973,https://openalex.org/A5048474264,michael w beck,Wind_Energy_Impacts
346,Walter Larcher,,https://openalex.org/A5034511572,walter larcher,Renewable_Energy_General
347,Erol H. Çakmak,0000-0001-9873-0113,https://openalex.org/A5053877912,erol h çakmak,Renewable_Energy_General
348,Patrick Lamers,0000-0001-8142-5024,https://openalex.org/A5077036890,patrick lamers,Renewable_Energy_General
349,Gilbert Cohen,,https://openalex.org/A5035759822,gilbert cohen,Renewable_Energy_General
350,Lawrence Susskind,,https://openalex.org/A5108186363,lawrence susskind,Renewable_Energy_General
351,Rodney van der Ree,0000-0002-7594-6015,https://openalex.org/A5055662475,rodney van der ree,Renewable_Energy_General
352,Fabián D. Menalled,0000-0002-3381-4815,https://openalex.org/A5038640438,fabián d menalled,Renewable_Energy_General
353,Russell V. Lenth,,https://openalex.org/A5041106001,russell v lenth,Renewable_Energy_General
354,Pasquale Borrelli,0000-0002-4767-5115,https://openalex.org/A5061303696,pasquale borrelli,Land_Use_Bioenergy
355,Alejandro Kacelnik,,https://openalex.org/A5109123341,alejandro kacelnik,Renewable_Energy_General
356,Astley Hastings,0000-0001-9863-7613,https://openalex.org/A5058476177,astley hastings,Renewable_Energy_General
357,Daniel J. Conley,0000-0001-9668-9284,https://openalex.org/A5031210671,daniel j conley,Wind_Energy_Impacts
358,Eric Stienen,0000-0002-4315-0936,https://openalex.org/A5081775214,eric stienen,Wind_Energy_Impacts
359,Anne Johanne Tang Dalsgaard,0000-0001-8723-566X,https://openalex.org/A5073922473,anne johanne tang dalsgaard,Renewable_Energy_General
360,S. K. Dhyani,0000-0001-8716-147X,https://openalex.org/A5089091667,s k dhyani,Solar_Biomass_Production
361,Michael J. Stewardson,0000-0003-1356-0472,https://openalex.org/A5020172828,michael j stewardson,Hydropower_Aquatic
362,Stephen D. Davis,0000-0003-2944-752X,https://openalex.org/A5103151626,stephen d davis,Renewable_Energy_General
363,Panos Panagos,0000-0003-1484-2738,https://openalex.org/A5051845196,panos panagos,Renewable_Energy_General
364,Volker Grimm,0000-0002-3221-9512,https://openalex.org/A5050004769,volker grimm,Renewable_Energy_General
365,Cristina Cornaro,0000-0002-7546-1878,https://openalex.org/A5060738392,cristina cornaro,Renewable_Energy_General
366,Alexandros Gasparatos,0000-0001-9323-1366,https://openalex.org/A5056904297,alexandros gasparatos,Renewable_Energy_General
367,Biswajit Sahu,,https://openalex.org/A5114249961,biswajit sahu,Renewable_Energy_General
368,Jon E. Keeley,0000-0002-4564-6521,https://openalex.org/A5062019511,jon e keeley,Renewable_Energy_General
369,Antonio Terlizzi,0000-0001-5968-4548,https://openalex.org/A5053502985,antonio terlizzi,Hydropower_Aquatic
370,Jared L. Cohon,,https://openalex.org/A5026237400,jared l cohon,Renewable_Energy_General
371,P. Mark Lokman,0000-0002-8701-475X,https://openalex.org/A5059667063,p mark lokman,Renewable_Energy_General
372,Mario Giampietro,0000-0002-5569-7023,https://openalex.org/A5063874029,mario giampietro,Renewable_Energy_General
373,Arthur Schmidt,,https://openalex.org/A5006854014,arthur schmidt,Renewable_Energy_General
374,David R. Montgomery,0000-0002-9435-6803,https://openalex.org/A5035600611,david r montgomery,Unknown
375,Thomas Mosier,0000-0002-4071-4417,https://openalex.org/A5012699051,thomas mosier,Renewable_Energy_General
376,Rosalind L. B. Moss,,https://openalex.org/A5017060099,rosalind l b moss,Solar_Biomass_Production
377,D. K. Cairns,,https://openalex.org/A5112076094,d k cairns,Renewable_Energy_General
378,Pentti Hakkila,,https://openalex.org/A5031925226,pentti hakkila,Renewable_Energy_General
379,Halvor Mehlum,0000-0001-5639-158X,https://openalex.org/A5046983615,halvor mehlum,Renewable_Energy_General
380,Jørgen Eriksen,0000-0002-4622-7660,https://openalex.org/A5049870993,jørgen eriksen,Solar_Biomass_Production
381,Paulo S. Rodrigues,0000-0003-3258-0794,https://openalex.org/A5020199031,paulo s rodrigues,Wind_Energy_Impacts
382,Michela Nardo,,https://openalex.org/A5112355707,michela nardo,Renewable_Energy_General
383,Wolfgang Stelte,0000-0003-2424-4010,https://openalex.org/A5073750028,wolfgang stelte,Hydropower_Aquatic
384,Barbara G. Tabachnick,,https://openalex.org/A5020096432,barbara g tabachnick,Renewable_Energy_General
385,Costas Kosmas,,https://openalex.org/A5104063406,costas kosmas,Hydropower_Aquatic
386,Brian Edwards,,https://openalex.org/A5109594785,brian edwards,Renewable_Energy_General
387,Suzanne J. Boyes,0000-0002-5380-8957,https://openalex.org/A5084404472,suzanne j boyes,Wind_Energy_Impacts
388,Nuttawut Klaisongkram,,https://openalex.org/A5029424327,nuttawut klaisongkram,Renewable_Energy_General
389,Salih Katırcıoğlu,0000-0001-5108-9461,https://openalex.org/A5082659861,salih katırcıoğlu,Renewable_Energy_General
390,Prem P. Talwar,,https://openalex.org/A5014639228,prem p talwar,Hydropower_Aquatic
391,Geert Lissens,,https://openalex.org/A5057630967,geert lissens,Renewable_Energy_General
392,Bryan Raveen Nelson,0000-0002-2461-5347,https://openalex.org/A5083288639,bryan raveen nelson,Renewable_Energy_General
393,W Horwitz,,https://openalex.org/A5113895997,w horwitz,Renewable_Energy_General
394,Daniel Simpson,0000-0003-4819-2868,https://openalex.org/A5030390434,daniel simpson,Wind_Energy_Impacts
395,G. P. Gillman,,https://openalex.org/A5112251537,g p gillman,Renewable_Energy_General
396,Mark Hebblewhite,0000-0001-5382-1361,https://openalex.org/A5037314876,mark hebblewhite,Wind_Energy_Impacts
397,Frank T. Breiner,0000-0003-4465-1684,https://openalex.org/A5019138493,frank t breiner,Renewable_Energy_General
398,Michael E. Porter,0000-0001-9380-6625,https://openalex.org/A5081922410,michael e porter,Unknown
399,E. Kathryn Barto,,https://openalex.org/A5074511697,e kathryn barto,Renewable_Energy_General
400,Vítor H. Paiva,0000-0001-6368-9579,https://openalex.org/A5061026342,vítor h paiva,Wind_Energy_Impacts
401,Angeli Doliente Cabaltica,0000-0002-5972-2943,https://openalex.org/A5001347551,angeli doliente cabaltica,Renewable_Energy_General
402,Richard G. Allen,0000-0003-2306-9521,https://openalex.org/A5101924772,richard g allen,Renewable_Energy_General
403,Gavin Goh,,https://openalex.org/A5014409710,gavin goh,Renewable_Energy_General
404,Marie‐Andrée Tougas‐Tellier,,https://openalex.org/A5097373691,marieandrée tougastellier,Renewable_Energy_General
405,Piran C. L. White,0000-0002-7496-5775,https://openalex.org/A5058727595,piran c l white,Renewable_Energy_General
406,Richard D. Gregory,0000-0002-7419-5053,https://openalex.org/A5063213679,richard d gregory,Renewable_Energy_General
407,Edward A. Hansen,,https://openalex.org/A5110536273,edward a hansen,Renewable_Energy_General
408,C L Saricks,,https://openalex.org/A5111909665,c l saricks,Renewable_Energy_General
409,Alfred C. Redfield,,https://openalex.org/A5010822767,alfred c redfield,Renewable_Energy_General
410,Fikret Berkes,0000-0001-8402-121X,https://openalex.org/A5051981949,fikret berkes,Renewable_Energy_General
411,J. W. Kijne,,https://openalex.org/A5056408548,j w kijne,Renewable_Energy_General
412,Paul Riesinger,,https://openalex.org/A5091877611,paul riesinger,Renewable_Energy_General
413,GB Corbet,,https://openalex.org/A5037260122,gb corbet,Renewable_Energy_General
414,E. Gregory McPherson,0000-0003-1322-4225,https://openalex.org/A5110527703,e gregory mcpherson,Renewable_Energy_General
415,Damiano Preatoni,0000-0001-8760-1316,https://openalex.org/A5067077195,damiano preatoni,Renewable_Energy_General
416,Sevgi Zübeyde Gürbüz,0000-0001-7487-9087,https://openalex.org/A5025392795,sevgi zübeyde gürbüz,Wind_Energy_Impacts
417,John J. Hopkins,,https://openalex.org/A5109259114,john j hopkins,Renewable_Energy_General
418,John Dixon,0000-0002-3972-6437,https://openalex.org/A5019065557,john dixon,Renewable_Energy_General
419,Cláudio Carneiro,,https://openalex.org/A5113449733,cláudio carneiro,Renewable_Energy_General
420,Gerry P. Quinn,,https://openalex.org/A5105462855,gerry p quinn,Wind_Energy_Impacts
421,Johannes Lehmann,0000-0002-4701-2936,https://openalex.org/A5042699954,johannes lehmann,Renewable_Energy_General
422,Carla E. Brodley,0009-0008-2134-6285,https://openalex.org/A5045379675,carla e brodley,Renewable_Energy_General
423,Wei Zheng,0000-0002-0307-0915,https://openalex.org/A5100669942,wei zheng,Renewable_Energy_General
424,M.E. Äzim,,https://openalex.org/A5111928385,me äzim,Renewable_Energy_General
425,Peter A.G. van Bergeijk,0000-0002-4098-0483,https://openalex.org/A5025941928,peter ag van bergeijk,Renewable_Energy_General
426,Amina Maharjan,0000-0003-4002-3242,https://openalex.org/A5080316723,amina maharjan,Renewable_Energy_General
427,Göran Wall,,https://openalex.org/A5036174600,göran wall,Renewable_Energy_General
428,André P. Schaffers,,https://openalex.org/A5070205380,andré p schaffers,Renewable_Energy_General
429,S. T. Buckland,0000-0002-9939-709X,https://openalex.org/A5056999000,s t buckland,Wind_Energy_Impacts
430,Maria Lee,0000-0001-7778-2766,https://openalex.org/A5101780513,maria lee,Renewable_Energy_General
